ensg	enst	ensp	name
ENSMUSG00000078768	ENSMUST00000088785	ENSMUSP00000086164	Zfp566
ENSMUSG00000058447	ENSMUST00000182746	ENSMUSP00000138567	Gm26920
ENSMUSG00000002325	ENSMUST00000134863	ENSMUSP00000120525	Irf9
ENSMUSG00000079033	ENSMUST00000163756	ENSMUSP00000132314	Mef2b
ENSMUSG00000031431	ENSMUST00000112995		Tsc22d3
ENSMUSG00000020923	ENSMUST00000174302	ENSMUSP00000133844	Ubtf
ENSMUSG00000027067	ENSMUST00000077798	ENSMUSP00000076971	Ssrp1
ENSMUSG00000074830	ENSMUST00000224116		Zfp640
ENSMUSG00000045519	ENSMUST00000068079	ENSMUSP00000065620	Zfp560
ENSMUSG00000038346	ENSMUST00000132863		Zfp384
ENSMUSG00000062713	ENSMUST00000231688	ENSMUSP00000156302	Sim2
ENSMUSG00000039841	ENSMUST00000115320	ENSMUSP00000110975	Zfp800
ENSMUSG00000050295	ENSMUST00000062292	ENSMUSP00000052196	Foxc1
ENSMUSG00000025902	ENSMUST00000027035	ENSMUSP00000027035	Sox17
ENSMUSG00000024922	ENSMUST00000025861	ENSMUSP00000025861	Ovol1
ENSMUSG00000049421	ENSMUST00000123095		Zfp260
ENSMUSG00000037730	ENSMUST00000192715	ENSMUSP00000141951	Mynn
ENSMUSG00000028736	ENSMUST00000030508	ENSMUSP00000030508	Pax7
ENSMUSG00000020364	ENSMUST00000102766	ENSMUSP00000099827	Zfp354a
ENSMUSG00000034071	ENSMUST00000080348	ENSMUSP00000079222	Zfp551
ENSMUSG00000042622	ENSMUST00000229130	ENSMUSP00000154850	Maff
ENSMUSG00000063060	ENSMUST00000079652	ENSMUSP00000078597	Sox7
ENSMUSG00000044243	ENSMUST00000056184	ENSMUSP00000050516	Bhlha9
ENSMUSG00000074220	ENSMUST00000098596	ENSMUSP00000096196	Zfp382
ENSMUSG00000060314	ENSMUST00000080651	ENSMUSP00000079482	Zfp941
ENSMUSG00000048756	ENSMUST00000105502	ENSMUSP00000101141	Foxo3
ENSMUSG00000028023	ENSMUST00000174661	ENSMUSP00000133756	Pitx2
ENSMUSG00000026934	ENSMUST00000054099	ENSMUSP00000056822	Lhx3
ENSMUSG00000072763	ENSMUST00000092720	ENSMUSP00000090395	5430403G16Rik
ENSMUSG00000037029	ENSMUST00000062181	ENSMUSP00000058588	Zfp146
ENSMUSG00000072762	ENSMUST00000112547	ENSMUSP00000108166	4930522L14Rik
ENSMUSG00000044934	ENSMUST00000059817	ENSMUSP00000050854	Zfp367
ENSMUSG00000090015	ENSMUST00000112544	ENSMUSP00000108163	Gm15446
ENSMUSG00000057469	ENSMUST00000220794	ENSMUSP00000152576	E2f6
ENSMUSG00000062743	ENSMUST00000056107	ENSMUSP00000052667	Zfp677
ENSMUSG00000022528	ENSMUST00000160592		Hes1
ENSMUSG00000023882	ENSMUST00000165230	ENSMUSP00000132983	Zfp54
ENSMUSG00000066613	ENSMUST00000112540	ENSMUSP00000108159	Zfp932
ENSMUSG00000070990	ENSMUST00000095097	ENSMUSP00000092715	Foxe1
ENSMUSG00000021250	ENSMUST00000021674	ENSMUSP00000021674	Fos
ENSMUSG00000006310	ENSMUST00000108151	ENSMUSP00000103786	Zbtb32
ENSMUSG00000034161	ENSMUST00000229271		Scx
ENSMUSG00000023892	ENSMUST00000039577	ENSMUSP00000045684	Zfp51
ENSMUSG00000057409	ENSMUST00000233158	ENSMUSP00000156751	Zfp53
ENSMUSG00000051341	ENSMUST00000233281	ENSMUSP00000156662	Zfp52
ENSMUSG00000021366	ENSMUST00000060148	ENSMUSP00000056147	Hivep1
ENSMUSG00000024215	ENSMUST00000025054	ENSMUSP00000025054	Spdef
ENSMUSG00000068551	ENSMUST00000114566	ENSMUSP00000110213	Zfp467
ENSMUSG00000028389	ENSMUST00000068822	ENSMUSP00000070463	Zfp37
ENSMUSG00000034271	ENSMUST00000177587	ENSMUSP00000136823	Jdp2
ENSMUSG00000022286	ENSMUST00000161405	ENSMUSP00000125410	Grhl2
ENSMUSG00000045608	ENSMUST00000054244	ENSMUSP00000060424	Dbx2
ENSMUSG00000010476	ENSMUST00000033378	ENSMUSP00000033378	Ebf3
ENSMUSG00000028417	ENSMUST00000030124	ENSMUSP00000030124	Tal2
ENSMUSG00000017491	ENSMUST00000063750	ENSMUSP00000067694	Rarb
ENSMUSG00000074829	ENSMUST00000177714	ENSMUSP00000137258	2010315B03Rik
ENSMUSG00000028717	ENSMUST00000161601	ENSMUSP00000125202	Tal1
ENSMUSG00000036816	ENSMUST00000044059	ENSMUSP00000039801	Atoh7
ENSMUSG00000067931	ENSMUST00000088787	ENSMUSP00000086166	Zfp948
ENSMUSG00000036281	ENSMUST00000114115	ENSMUSP00000109750	Snapc4
ENSMUSG00000034266	ENSMUST00000040536	ENSMUSP00000040706	Batf
ENSMUSG00000035868	ENSMUST00000232827	ENSMUSP00000156443	Zfp983
ENSMUSG00000025408	ENSMUST00000026475	ENSMUSP00000026475	Ddit3
ENSMUSG00000029026	ENSMUST00000133533	ENSMUSP00000114418	Trp73
ENSMUSG00000027104	ENSMUST00000124737	ENSMUSP00000114828	Atf2
ENSMUSG00000071757	ENSMUST00000096430	ENSMUSP00000094164	Zhx2
ENSMUSG00000020167	ENSMUST00000105344	ENSMUSP00000100981	Tcf3
ENSMUSG00000030067	ENSMUST00000113326	ENSMUSP00000108952	Foxp1
ENSMUSG00000056829	ENSMUST00000072915	ENSMUSP00000072687	Foxb2
ENSMUSG00000044220	ENSMUST00000057178	ENSMUSP00000050933	Nkx2-3
ENSMUSG00000039095	ENSMUST00000036177	ENSMUSP00000036761	En2
ENSMUSG00000018698	ENSMUST00000018842	ENSMUSP00000018842	Lhx1
ENSMUSG00000022330	ENSMUST00000226838		Osr2
ENSMUSG00000009739	ENSMUST00000176271	ENSMUSP00000145707	Pou6f1
ENSMUSG00000057835	ENSMUST00000079642	ENSMUSP00000078587	Zfp119a
ENSMUSG00000003198	ENSMUST00000224379	ENSMUSP00000153698	Zfp959
ENSMUSG00000006705	ENSMUST00000097352	ENSMUSP00000094966	Pknox1
ENSMUSG00000006311	ENSMUST00000108147	ENSMUSP00000103782	Etv2
ENSMUSG00000062101	ENSMUST00000056147	ENSMUSP00000058300	Zfp119b
ENSMUSG00000014030	ENSMUST00000014174	ENSMUSP00000014174	Pax5
ENSMUSG00000002266	ENSMUST00000002336	ENSMUSP00000002336	Zim1
ENSMUSG00000030180	ENSMUST00000135802	ENSMUSP00000145021	Kdm5a
ENSMUSG00000042323	ENSMUST00000123678	ENSMUSP00000120549	Pbrm1
ENSMUSG00000018501	ENSMUST00000018645	ENSMUSP00000018645	Ncor1
ENSMUSG00000024565	ENSMUST00000057950	ENSMUSP00000056967	Sall3
ENSMUSG00000073448	ENSMUST00000097384		Gm10509
ENSMUSG00000067928	ENSMUST00000073312	ENSMUSP00000073038	Zfp760
ENSMUSG00000005267	ENSMUST00000150336	ENSMUSP00000121717	Zfp287
ENSMUSG00000041911	ENSMUST00000037119	ENSMUSP00000042413	Dlx1
ENSMUSG00000019803	ENSMUST00000019938	ENSMUSP00000019938	Nr2e1
ENSMUSG00000026468	ENSMUST00000027740	ENSMUSP00000027740	Lhx4
ENSMUSG00000061544	ENSMUST00000182827	ENSMUSP00000138478	Zfp229
ENSMUSG00000040478	ENSMUST00000144160		Prdm13
ENSMUSG00000047342	ENSMUST00000207474		Zfp286
ENSMUSG00000069743	ENSMUST00000084141	ENSMUSP00000081158	Zfp820
ENSMUSG00000022306	ENSMUST00000229777		Zfpm2
ENSMUSG00000039087	ENSMUST00000122842	ENSMUSP00000117048	Rreb1
ENSMUSG00000071267	ENSMUST00000091879	ENSMUSP00000089494	Zfp942
ENSMUSG00000047412	ENSMUST00000216649	ENSMUSP00000149386	Zbtb44
ENSMUSG00000040775	ENSMUST00000075018		Gm9772
ENSMUSG00000053347	ENSMUST00000055349	ENSMUSP00000059554	Zfp943
ENSMUSG00000048015	ENSMUST00000061571	ENSMUSP00000051379	Neurod4
ENSMUSG00000023284	ENSMUST00000112528	ENSMUSP00000108147	Zfp605
ENSMUSG00000045252	ENSMUST00000206733		Zfp574
ENSMUSG00000002265	ENSMUST00000239104	ENSMUSP00000159154	Peg3
ENSMUSG00000027985	ENSMUST00000029611	ENSMUSP00000029611	Lef1
ENSMUSG00000040712	ENSMUST00000150224		Camta2
ENSMUSG00000076431	ENSMUST00000067230	ENSMUSP00000100013	Sox4
ENSMUSG00000025407	ENSMUST00000026474	ENSMUSP00000026474	Gli1
ENSMUSG00000051490	ENSMUST00000058600	ENSMUSP00000058575	Foxd4
ENSMUSG00000034333	ENSMUST00000041297	ENSMUSP00000035437	Zbed4
ENSMUSG00000039656	ENSMUST00000044858	ENSMUSP00000036585	Rxrb
ENSMUSG00000014603	ENSMUST00000014747	ENSMUSP00000014747	Alx3
ENSMUSG00000030103	ENSMUST00000032194	ENSMUSP00000032194	Bhlhe40
ENSMUSG00000063383	ENSMUST00000080249	ENSMUSP00000079137	Zfp947
ENSMUSG00000028565	ENSMUST00000152023	ENSMUSP00000114880	Nfia
ENSMUSG00000038679	ENSMUST00000165201	ENSMUSP00000129779	Trps1
ENSMUSG00000024497	ENSMUST00000025374	ENSMUSP00000025374	Pou4f3
ENSMUSG00000033972	ENSMUST00000115535	ENSMUSP00000111197	Zfp944
ENSMUSG00000056749	ENSMUST00000071065	ENSMUSP00000065363	Nfil3
ENSMUSG00000003032	ENSMUST00000132746	ENSMUSP00000123687	Klf4
ENSMUSG00000031621	ENSMUST00000034034	ENSMUSP00000034034	Isx
ENSMUSG00000002249	ENSMUST00000154873	ENSMUSP00000118582	Tead3
ENSMUSG00000026098	ENSMUST00000027267	ENSMUSP00000027267	Pms1
ENSMUSG00000052435	ENSMUST00000064290	ENSMUSP00000068927	Cebpe
ENSMUSG00000023391	ENSMUST00000024159	ENSMUSP00000024159	Dlx2
ENSMUSG00000044501	ENSMUST00000149699	ENSMUSP00000121288	Zfp758
ENSMUSG00000027794	ENSMUST00000029369	ENSMUSP00000029369	Sohlh2
ENSMUSG00000071266	ENSMUST00000167740	ENSMUSP00000132940	Zfp946
ENSMUSG00000058883	ENSMUST00000109743	ENSMUSP00000105365	Zfp708
ENSMUSG00000026638	ENSMUST00000193772		Irf6
ENSMUSG00000074824	ENSMUST00000189620		Rslcan18
ENSMUSG00000034518	ENSMUST00000041759	ENSMUSP00000045126	Hmgxb4
ENSMUSG00000039476	ENSMUST00000150299		Prrx2
ENSMUSG00000005373	ENSMUST00000201977	ENSMUSP00000144299	Mlxipl
ENSMUSG00000037279	ENSMUST00000103171	ENSMUSP00000099460	Ovol2
ENSMUSG00000057156	ENSMUST00000081162	ENSMUSP00000079929	Homez
ENSMUSG00000048904	ENSMUST00000058475	ENSMUSP00000050484	Neurog1
ENSMUSG00000059142	ENSMUST00000160457	ENSMUSP00000124123	Zfp945
ENSMUSG00000004359	ENSMUST00000004473	ENSMUSP00000004473	Spic
ENSMUSG00000023467	ENSMUST00000211413		Tulp2
ENSMUSG00000030584	ENSMUST00000108231	ENSMUSP00000103866	Dpf1
ENSMUSG00000028901	ENSMUST00000105965	ENSMUSP00000101585	Gmeb1
ENSMUSG00000027938	ENSMUST00000029547	ENSMUSP00000029547	Creb3l4
ENSMUSG00000029627	ENSMUST00000031632	ENSMUSP00000031632	Zkscan14
ENSMUSG00000002617	ENSMUST00000037057	ENSMUSP00000039794	Zfp40
ENSMUSG00000035934	ENSMUST00000177218	ENSMUSP00000135581	Pknox2
ENSMUSG00000004661	ENSMUST00000164010	ENSMUSP00000126889	Arid3b
ENSMUSG00000046518	ENSMUST00000061035	ENSMUSP00000058994	Ferd3l
ENSMUSG00000041483	ENSMUST00000047734	ENSMUSP00000039003	Zfp281
ENSMUSG00000022811	ENSMUST00000165418	ENSMUSP00000126338	Zfp148
ENSMUSG00000013089	ENSMUST00000079601	ENSMUSP00000078551	Etv5
ENSMUSG00000070691	ENSMUST00000056977	ENSMUSP00000050353	Runx3
ENSMUSG00000048251	ENSMUST00000066060	ENSMUSP00000068258	Bcl11b
ENSMUSG00000024837	ENSMUST00000025755	ENSMUSP00000025755	Dmrt1
ENSMUSG00000026398	ENSMUST00000027649	ENSMUSP00000027649	Nr5a2
ENSMUSG00000021109	ENSMUST00000110461	ENSMUSP00000106088	Hif1a
ENSMUSG00000020160	ENSMUST00000144988	ENSMUSP00000134969	Meis1
ENSMUSG00000037465	ENSMUST00000227920	ENSMUSP00000154265	Klf10
ENSMUSG00000042372	ENSMUST00000237821	ENSMUSP00000157889	Dmrt3
ENSMUSG00000043059	ENSMUST00000114590	ENSMUSP00000110238	Zfp513
ENSMUSG00000037446	ENSMUST00000130877		Tulp1
ENSMUSG00000029844	ENSMUST00000000964	ENSMUSP00000000964	Hoxa1
ENSMUSG00000021469	ENSMUST00000021922	ENSMUSP00000021922	Msx2
ENSMUSG00000066721	ENSMUST00000094705	ENSMUSP00000092294	Zfp575
ENSMUSG00000035799	ENSMUST00000049089	ENSMUSP00000040089	Twist1
ENSMUSG00000000782	ENSMUST00000086844	ENSMUSP00000084055	Tcf7
ENSMUSG00000048138	ENSMUST00000053068	ENSMUSP00000059654	Dmrt2
ENSMUSG00000041730	ENSMUST00000187377	ENSMUSP00000140687	Prrxl1
ENSMUSG00000079560	ENSMUST00000114434	ENSMUSP00000110077	Hoxa3
ENSMUSG00000062116	ENSMUST00000056246	ENSMUSP00000072585	Zfp954
ENSMUSG00000055991	ENSMUST00000085671	ENSMUSP00000082814	Zkscan5
ENSMUSG00000043219	ENSMUST00000062829	ENSMUSP00000058755	Hoxa6
ENSMUSG00000000942	ENSMUST00000101395	ENSMUSP00000098943	Hoxa4
ENSMUSG00000014704	ENSMUST00000014848	ENSMUSP00000014848	Hoxa2
ENSMUSG00000038236	ENSMUST00000153280	ENSMUSP00000134641	Hoxa7
ENSMUSG00000007812	ENSMUST00000200039	ENSMUSP00000143198	Zfp655
ENSMUSG00000038253	ENSMUST00000048794	ENSMUSP00000039012	Hoxa5
ENSMUSG00000029112	ENSMUST00000173348	ENSMUSP00000133620	Nkx1-1
ENSMUSG00000063889	ENSMUST00000151311	ENSMUSP00000118267	Crem
ENSMUSG00000057396	ENSMUST00000224346	ENSMUSP00000153653	Zfp759
ENSMUSG00000030753	ENSMUST00000126356	ENSMUSP00000118403	Thap12
ENSMUSG00000045333	ENSMUST00000165770	ENSMUSP00000129724	Zfp423
ENSMUSG00000024619	ENSMUST00000025521	ENSMUSP00000025521	Cdx1
ENSMUSG00000070420	ENSMUST00000200246	ENSMUSP00000142367	Zscan25
ENSMUSG00000039153	ENSMUST00000162816	ENSMUSP00000125498	Runx2
ENSMUSG00000063535	ENSMUST00000211240	ENSMUSP00000147639	Zfp773
ENSMUSG00000039191	ENSMUST00000201991	ENSMUSP00000144617	Rbpj
ENSMUSG00000060601	ENSMUST00000107912	ENSMUSP00000103545	Nr1h2
ENSMUSG00000046897	ENSMUST00000230600		Zfp740
ENSMUSG00000034538	ENSMUST00000051435	ENSMUSP00000057159	Zfp418
ENSMUSG00000066838	ENSMUST00000074455	ENSMUSP00000074055	Zfp772
ENSMUSG00000005677	ENSMUST00000005820	ENSMUSP00000005820	Nr1i3
ENSMUSG00000023932	ENSMUST00000024727	ENSMUSP00000024727	Cdc5l
ENSMUSG00000037572	ENSMUST00000187531	ENSMUSP00000141182	Wdhd1
ENSMUSG00000048118	ENSMUST00000046305	ENSMUSP00000035512	Arid4a
ENSMUSG00000060301	ENSMUST00000039271	ENSMUSP00000044020	2610008E11Rik
ENSMUSG00000015053	ENSMUST00000170089	ENSMUSP00000128198	Gata2
ENSMUSG00000022738	ENSMUST00000012279	ENSMUSP00000012279	Gsc2
ENSMUSG00000058900	ENSMUST00000021997	ENSMUSP00000021997	Rsl1
ENSMUSG00000008496	ENSMUST00000175774	ENSMUSP00000135075	Pou2f2
ENSMUSG00000051037	ENSMUST00000120861	ENSMUSP00000112546	Zfp455
ENSMUSG00000049604	ENSMUST00000062709	ENSMUSP00000056315	Hoxb13
ENSMUSG00000055480	ENSMUST00000045969	ENSMUSP00000047222	Zfp458
ENSMUSG00000034762	ENSMUST00000046005	ENSMUSP00000035650	Glis1
ENSMUSG00000003184	ENSMUST00000003284	ENSMUSP00000003284	Irf3
ENSMUSG00000030256	ENSMUST00000032386	ENSMUSP00000032386	Bhlhe41
ENSMUSG00000001815	ENSMUST00000001867	ENSMUSP00000001867	Evx2
ENSMUSG00000001819	ENSMUST00000001872	ENSMUSP00000001872	Hoxd13
ENSMUSG00000006270	ENSMUST00000172821	ENSMUSP00000134642	Vax1
ENSMUSG00000071256	ENSMUST00000095606	ENSMUSP00000093266	Zfp213
ENSMUSG00000001823	ENSMUST00000001878	ENSMUSP00000001878	Hoxd12
ENSMUSG00000050368	ENSMUST00000061745	ENSMUSP00000062412	Hoxd10
ENSMUSG00000020875	ENSMUST00000000010	ENSMUSP00000000010	Hoxb9
ENSMUSG00000042499	ENSMUST00000048086		Hoxd11
ENSMUSG00000056648	ENSMUST00000052650	ENSMUSP00000052496	Hoxb8
ENSMUSG00000038721	ENSMUST00000049352	ENSMUSP00000040121	Hoxb7
ENSMUSG00000038700	ENSMUST00000190470		Hoxb5
ENSMUSG00000000690	ENSMUST00000173432	ENSMUSP00000133281	Hoxb6
ENSMUSG00000038692	ENSMUST00000049241	ENSMUSP00000048002	Hoxb4
ENSMUSG00000075588	ENSMUST00000182030		Hoxb2
ENSMUSG00000035478	ENSMUST00000142997	ENSMUSP00000120675	Mbd3
ENSMUSG00000048763	ENSMUST00000093944	ENSMUSP00000091476	Hoxb3
ENSMUSG00000018973	ENSMUST00000019117	ENSMUSP00000019117	Hoxb1
ENSMUSG00000021359	ENSMUST00000021787	ENSMUSP00000021787	Tfap2a
ENSMUSG00000040726	ENSMUST00000224331	ENSMUSP00000152952	Hesx1
ENSMUSG00000025056	ENSMUST00000026036	ENSMUSP00000026036	Nr0b1
ENSMUSG00000050919	ENSMUST00000056558	ENSMUSP00000060040	Zfp366
ENSMUSG00000021239	ENSMUST00000021665	ENSMUSP00000021665	Vsx2
ENSMUSG00000024622	ENSMUST00000091884	ENSMUSP00000089498	Hmgxb3
ENSMUSG00000034777	ENSMUST00000037807	ENSMUSP00000035976	Vax2
ENSMUSG00000052616	ENSMUST00000064576	ENSMUSP00000067324	Terb1
ENSMUSG00000062012	ENSMUST00000115516	ENSMUSP00000111178	Zfp13
ENSMUSG00000037868	ENSMUST00000048289	ENSMUSP00000041053	Egr2
ENSMUSG00000043342	ENSMUST00000059272	ENSMUSP00000058490	Hoxd9
ENSMUSG00000041309	ENSMUST00000097974	ENSMUSP00000095588	Nkx6-2
ENSMUSG00000001510	ENSMUST00000092768	ENSMUSP00000090443	Dlx3
ENSMUSG00000027102	ENSMUST00000151380	ENSMUSP00000118904	Hoxd8
ENSMUSG00000045302	ENSMUST00000201821	ENSMUSP00000144321	Preb
ENSMUSG00000025912	ENSMUST00000088658	ENSMUSP00000086034	Mybl1
ENSMUSG00000079277	ENSMUST00000111983	ENSMUSP00000107614	Hoxd3
ENSMUSG00000037638	ENSMUST00000174780	ENSMUSP00000134028	Zbtb42
ENSMUSG00000020871	ENSMUST00000021241	ENSMUSP00000021241	Dlx4
ENSMUSG00000004872	ENSMUST00000004994	ENSMUSP00000004994	Pax3
ENSMUSG00000042496	ENSMUST00000117389	ENSMUSP00000112588	Prdm10
ENSMUSG00000026740	ENSMUST00000148401	ENSMUSP00000132289	Dnajc1
ENSMUSG00000015843	ENSMUST00000015987	ENSMUSP00000015987	Rxrg
ENSMUSG00000022987	ENSMUST00000169721	ENSMUSP00000133212	Zfp641
ENSMUSG00000043969	ENSMUST00000062216	ENSMUSP00000053361	Emx2
ENSMUSG00000052271	ENSMUST00000060747	ENSMUSP00000055493	Bhlha15
ENSMUSG00000007216	ENSMUST00000204095	ENSMUSP00000145192	Zfp775
ENSMUSG00000052751	ENSMUST00000154010	ENSMUSP00000121975	Repin1
ENSMUSG00000028610	ENSMUST00000131776	ENSMUSP00000119617	Dmrtb1
ENSMUSG00000026686	ENSMUST00000111377	ENSMUSP00000107008	Lmx1a
ENSMUSG00000056019	ENSMUST00000188685	ENSMUSP00000140285	Zfp709
ENSMUSG00000032238	ENSMUST00000140351		Rora
ENSMUSG00000001911	ENSMUST00000148644		Nfix
ENSMUSG00000045591	ENSMUST00000053225	ENSMUSP00000057106	Olig3
ENSMUSG00000052534	ENSMUST00000188912	ENSMUSP00000140606	Pbx1
ENSMUSG00000066880	ENSMUST00000131544	ENSMUSP00000120213	Zfp617
ENSMUSG00000089857	ENSMUST00000110002	ENSMUSP00000105629	Zfp882
ENSMUSG00000006642	ENSMUST00000006818	ENSMUSP00000006818	Tcf23
ENSMUSG00000034041	ENSMUST00000238364	ENSMUSP00000158840	Lyl1
ENSMUSG00000023902	ENSMUST00000095595	ENSMUSP00000093255	Zscan10
ENSMUSG00000020919	ENSMUST00000107358	ENSMUSP00000102981	Stat5b
ENSMUSG00000048540	ENSMUST00000196324	ENSMUSP00000142746	Nhlh2
ENSMUSG00000022500	ENSMUST00000023143	ENSMUSP00000023143	Litaf
ENSMUSG00000029014	ENSMUST00000030771	ENSMUSP00000030771	Dnajc2
ENSMUSG00000055341	ENSMUST00000225338	ENSMUSP00000153259	Zfp457
ENSMUSG00000052446	ENSMUST00000131237	ENSMUSP00000122942	Zfp961
ENSMUSG00000036192	ENSMUST00000040153	ENSMUSP00000047597	Rorb
ENSMUSG00000009471	ENSMUST00000072514	ENSMUSP00000072330	Myod1
ENSMUSG00000038615	ENSMUST00000107658	ENSMUSP00000103285	Nfe2l1
ENSMUSG00000067261	ENSMUST00000087285	ENSMUSP00000084541	Foxd3
ENSMUSG00000042448	ENSMUST00000047793	ENSMUSP00000043078	Hoxd1
ENSMUSG00000028487	ENSMUST00000102820	ENSMUSP00000099884	Bnc2
ENSMUSG00000023781	ENSMUST00000024543	ENSMUSP00000024543	Hes7
ENSMUSG00000071291	ENSMUST00000171518	ENSMUSP00000132285	Zfp58
ENSMUSG00000058093	ENSMUST00000012873	ENSMUSP00000012873	Zfp729b
ENSMUSG00000016477	ENSMUST00000221536	ENSMUSP00000152782	E2f3
ENSMUSG00000078994	ENSMUST00000224684	ENSMUSP00000152989	Zfp429
ENSMUSG00000015217	ENSMUST00000072699	ENSMUSP00000110232	Hmgb3
ENSMUSG00000055560	ENSMUST00000056470	ENSMUSP00000063027	Zfp459
ENSMUSG00000038909	ENSMUST00000092766	ENSMUSP00000090441	Kat7
ENSMUSG00000071281	ENSMUST00000073157	ENSMUSP00000072900	Zfp65
ENSMUSG00000033237	ENSMUST00000134985	ENSMUSP00000135829	Arid2
ENSMUSG00000078995	ENSMUST00000172266	ENSMUSP00000130928	Zfp456
ENSMUSG00000055435	ENSMUST00000069009	ENSMUSP00000067704	Maf
ENSMUSG00000038227	ENSMUST00000048680	ENSMUSP00000046939	Hoxa9
ENSMUSG00000031365	ENSMUST00000114499	ENSMUSP00000110143	Zfp275
ENSMUSG00000019230	ENSMUST00000019374	ENSMUSP00000019374	Lhx9
ENSMUSG00000000938	ENSMUST00000125581	ENSMUSP00000120276	Hoxa10
ENSMUSG00000059839	ENSMUST00000019572	ENSMUSP00000019572	Zfp874b
ENSMUSG00000069206	ENSMUST00000057241	ENSMUSP00000077307	Zfp874a
ENSMUSG00000050619	ENSMUST00000110661	ENSMUSP00000106289	Zscan29
ENSMUSG00000011349	ENSMUST00000011493	ENSMUSP00000011493	Dmrtc2
ENSMUSG00000048280	ENSMUST00000137496	ENSMUSP00000121275	Zfp738
ENSMUSG00000001655	ENSMUST00000001700	ENSMUSP00000001700	Hoxc13
ENSMUSG00000050328	ENSMUST00000055562	ENSMUSP00000051003	Hoxc12
ENSMUSG00000005148	ENSMUST00000005279	ENSMUSP00000005279	Klf5
ENSMUSG00000021510	ENSMUST00000012314	ENSMUSP00000012314	Zfp729a
ENSMUSG00000021972	ENSMUST00000022544	ENSMUSP00000022544	Hmbox1
ENSMUSG00000038210	ENSMUST00000048026	ENSMUSP00000040920	Hoxa11
ENSMUSG00000057842	ENSMUST00000109735	ENSMUSP00000105357	Zfp595
ENSMUSG00000001656	ENSMUST00000001701	ENSMUSP00000001701	Hoxc11
ENSMUSG00000046556	ENSMUST00000057717	ENSMUSP00000053397	Zfp319
ENSMUSG00000031374	ENSMUST00000033740	ENSMUSP00000033740	Zfp92
ENSMUSG00000048377	ENSMUST00000060356	ENSMUSP00000053641	Foxi2
ENSMUSG00000041258	ENSMUST00000171071	ENSMUSP00000130004	Zfp236
ENSMUSG00000061371	ENSMUST00000210325	ENSMUSP00000148219	Zfp873
ENSMUSG00000078435	ENSMUST00000201286	ENSMUSP00000144661	AU041133
ENSMUSG00000018678	ENSMUST00000107624	ENSMUSP00000103250	Sp2
ENSMUSG00000042390	ENSMUST00000199754	ENSMUSP00000142514	Gatad2b
ENSMUSG00000062931	ENSMUST00000041264	ENSMUSP00000047110	Zfp938
ENSMUSG00000075327	ENSMUST00000100077	ENSMUSP00000097655	Zbtb2
ENSMUSG00000001661	ENSMUST00000173210		Hoxc6
ENSMUSG00000001657	ENSMUST00000001703	ENSMUSP00000001703	Hoxc8
ENSMUSG00000022484	ENSMUST00000001699	ENSMUSP00000001699	Hoxc10
ENSMUSG00000036139	ENSMUST00000173306	ENSMUSP00000134197	Hoxc9
ENSMUSG00000022485	ENSMUST00000174869		Hoxc5
ENSMUSG00000039410	ENSMUST00000030902	ENSMUSP00000030902	Prdm16
ENSMUSG00000074867	ENSMUST00000221772	ENSMUSP00000152319	Zfp808
ENSMUSG00000028150	ENSMUST00000029795	ENSMUSP00000029795	Rorc
ENSMUSG00000019817	ENSMUST00000193426	ENSMUSP00000141514	Plagl1
ENSMUSG00000058331	ENSMUST00000144183	ENSMUSP00000121202	Zfp85
ENSMUSG00000016458	ENSMUST00000143043	ENSMUSP00000117891	Wt1
ENSMUSG00000021540	ENSMUST00000069557	ENSMUSP00000065798	Smad5
ENSMUSG00000005583	ENSMUST00000198199	ENSMUSP00000143742	Mef2c
ENSMUSG00000026436	ENSMUST00000086556	ENSMUSP00000083743	Elk4
ENSMUSG00000036602	ENSMUST00000217946	ENSMUSP00000152017	Alx1
ENSMUSG00000036098	ENSMUST00000088013	ENSMUSP00000085329	Myrf
ENSMUSG00000031618	ENSMUST00000143284	ENSMUSP00000122959	Nr3c2
ENSMUSG00000015882	ENSMUST00000045586	ENSMUSP00000042677	Lcorl
ENSMUSG00000072294	ENSMUST00000228216	ENSMUSP00000153901	Klf12
ENSMUSG00000001566	ENSMUST00000165512	ENSMUSP00000129503	Mnx1
ENSMUSG00000052414	ENSMUST00000184772	ENSMUSP00000138975	Gm28047
ENSMUSG00000042596	ENSMUST00000037294	ENSMUSP00000037699	Tfap2d
ENSMUSG00000004043	ENSMUST00000004145	ENSMUSP00000004145	Stat5a
ENSMUSG00000052909	ENSMUST00000171257		Gm9894
ENSMUSG00000029313	ENSMUST00000126335		Aff1
ENSMUSG00000038560	ENSMUST00000047997	ENSMUSP00000039307	Sp6
ENSMUSG00000038203	ENSMUST00000147595	ENSMUSP00000125221	Hoxa13
ENSMUSG00000004040	ENSMUST00000103114	ENSMUSP00000099403	Stat3
ENSMUSG00000058881	ENSMUST00000235793	ENSMUSP00000158540	Zfp516
ENSMUSG00000029556	ENSMUST00000031535	ENSMUSP00000031535	Hnf1a
ENSMUSG00000005503	ENSMUST00000031787	ENSMUSP00000031787	Evx1
ENSMUSG00000025927	ENSMUST00000027059	ENSMUSP00000027059	Tfap2b
ENSMUSG00000049470	ENSMUST00000060945	ENSMUSP00000051479	Aff4
