loc	ensg	name	tss_loc	strand
chr22:24083769-24093279	ENSG00000187792	ZNF70	chr22:24093279-24093279	-1
chr19:58838385-58853698	ENSG00000182318	ZSCAN22	chr19:58838385-58838385	1
chr10:50572237-50603497	ENSG00000165606	DRGX	chr10:50603497-50603497	-1
chr17:40719086-40725257	ENSG00000108788	MLX	chr17:40719086-40719086	1
chr19:19256377-19303400	ENSG00000213999	MEF2B	chr19:19303400-19303400	-1
chr14:74706175-74729441	ENSG00000119614	VSX2	chr14:74706175-74706175	1
chr19:57645464-57656570	ENSG00000141946	ZIM3	chr19:57656570-57656570	-1
chr19:1609291-1652604	ENSG00000071564	TCF3	chr19:1652604-1652604	-1
chr8:128747680-128753674	ENSG00000136997	MYC	chr8:128747680-128747680	1
chr11:71950121-71956708	ENSG00000165462	PHOX2A	chr11:71956708-71956708	-1
chrX:47305278-47342345	ENSG00000147124	ZNF41	chrX:47342345-47342345	-1
chr6:485133-693117	ENSG00000112685	EXOC2	chr6:693117-693117	-1
chr11:44281994-44331716	ENSG00000052850	ALX4	chr11:44331716-44331716	-1
chr12:94542499-94701451	ENSG00000136040	PLXNC1	chr12:94542499-94542499	1
chr19:12203658-12251222	ENSG00000132010	ZNF20	chr19:12251222-12251222	-1
chr2:177053307-177055688	ENSG00000128645	HOXD1	chr2:177053307-177053307	1
chr5:145718587-145720083	ENSG00000091010	POU4F3	chr5:145718587-145718587	1
chr1:201977073-201986316	ENSG00000163435	ELF3	chr1:201977073-201977073	1
chr6:26183958-26184454	ENSG00000197697	HIST1H2BE	chr6:26183958-26183958	1
chr20:62218955-62258394	ENSG00000101216	GMEB2	chr20:62258394-62258394	-1
chr9:102584137-102629173	ENSG00000119508	NR4A3	chr9:102584137-102584137	1
chr19:56132108-56135967	ENSG00000179922	ZNF784	chr19:56135967-56135967	-1
chr2:71127720-71160576	ENSG00000116035	VAX2	chr2:71127720-71127720	1
chr19:20802867-20844402	ENSG00000188171	ZNF626	chr19:20844402-20844402	-1
chr10:102986733-102989551	ENSG00000138136	LBX1	chr10:102989551-102989551	-1
chr13:28536274-28545276	ENSG00000165556	CDX2	chr13:28545276-28545276	-1
chr22:19136089-19137796	ENSG00000063515	GSC2	chr22:19137796-19137796	-1
chr2:177001340-177037830	ENSG00000128652	HOXD3	chr2:177001340-177001340	1
chr8:77593454-77779521	ENSG00000091656	ZFHX4	chr8:77593454-77593454	1
chr7:19060614-19157295	ENSG00000122691	TWIST1	chr7:19157295-19157295	-1
chr13:27998681-28009958	ENSG00000122034	GTF3A	chr13:27998681-27998681	1
chr19:56088899-56092211	ENSG00000218891	ZNF579	chr19:56092211-56092211	-1
chr19:44754318-44779470	ENSG00000159915	ZNF233	chr19:44754318-44754318	1
chr19:44732882-44809199	ENSG00000159917	ZNF235	chr19:44809199-44809199	-1
chr7:26191860-26226745	ENSG00000050344	NFE2L3	chr7:26191860-26191860	1
chr19:53893046-53930574	ENSG00000196417	ZNF765	chr19:53893046-53893046	1
chr1:247285277-247335318	ENSG00000196418	ZNF124	chr1:247335318-247335318	-1
chr12:54378849-54384063	ENSG00000180818	HOXC10	chr12:54378849-54378849	1
chr8:55370495-55373448	ENSG00000164736	SOX17	chr8:55370495-55370495	1
chr8:124260696-124287781	ENSG00000165156	ZHX1	chr8:124287781-124287781	-1
chr9:36833272-37034103	ENSG00000196092	PAX5	chr9:37034103-37034103	-1
chr19:21324827-21373034	ENSG00000196705	ZNF431	chr19:21324827-21324827	1
chr1:180199421-180249380	ENSG00000121454	LHX4	chr1:180199421-180199421	1
chr19:5993175-6199583	ENSG00000087903	RFX2	chr19:6199583-6199583	-1
chr19:37001597-37019562	ENSG00000254004	ZNF260	chr19:37019562-37019562	-1
chr15:77712754-77777949	ENSG00000140382	HMG20A	chr15:77712754-77712754	1
chr7:31377075-31380508	ENSG00000164600	NEUROD6	chr7:31380508-31380508	-1
chr5:134869991-134871639	ENSG00000181965	NEUROG1	chr5:134871639-134871639	-1
chr1:228645808-228646259	ENSG00000196890	HIST3H2BB	chr1:228645808-228645808	1
chr2:176994422-176997423	ENSG00000175879	HOXD8	chr2:176994422-176994422	1
chr19:58125601-58134724	ENSG00000213762	ZNF134	chr19:58125601-58125601	1
chr1:247108849-247171395	ENSG00000197472	ZNF695	chr1:247171395-247171395	-1
chr19:52494585-52511483	ENSG00000197619	ZNF615	chr19:52511483-52511483	-1
chr14:100704635-100749129	ENSG00000100811	YY1	chr14:100704635-100704635	1
chr20:42543492-42698256	ENSG00000124191	TOX2	chr20:42543492-42543492	1
chr7:86781677-86825653	ENSG00000135164	DMTF1	chr7:86781677-86781677	1
chr1:157090983-157108266	ENSG00000117036	ETV3	chr1:157108266-157108266	-1
chr8:124332090-124428590	ENSG00000156802	ATAD2	chr8:124428590-124428590	-1
chr12:389295-498620	ENSG00000073614	KDM5A	chr12:498620-498620	-1
chr16:72816784-73093597	ENSG00000140836	ZFHX3	chr16:73093597-73093597	-1
chr3:48282590-48340743	ENSG00000164048	ZNF589	chr3:48282590-48282590	1
chr1:23832922-23857712	ENSG00000007968	E2F2	chr1:23857712-23857712	-1
chr2:176942200-176948641	ENSG00000174279	EVX2	chr2:176948641-176948641	-1
chr22:38366693-38383429	ENSG00000100146	SOX10	chr22:38383429-38383429	-1
chr17:46668619-46671323	ENSG00000120075	HOXB5	chr17:46671323-46671323	-1
chr17:59529765-59562471	ENSG00000121075	TBX4	chr17:59529765-59529765	1
chr15:90291892-90294541	ENSG00000166823	MESP1	chr15:90294541-90294541	-1
chr6:28048753-28057341	ENSG00000197279	ZNF165	chr6:28048753-28048753	1
chr5:180274611-180288286	ENSG00000196670	ZFP62	chr5:180288286-180288286	-1
chr9:126763949-126795580	ENSG00000106689	LHX2	chr9:126763949-126763949	1
chr3:150126122-150177903	ENSG00000196428	TSC22D2	chr3:150126122-150126122	1
chr19:58912871-58929694	ENSG00000171574	ZNF584	chr19:58912871-58912871	1
chr16:85932409-85956215	ENSG00000140968	IRF8	chr16:85932409-85932409	1
chr12:8045172-8052736	ENSG00000176654	NANOGP1	chr12:8045172-8045172	1
chr17:46605888-46608359	ENSG00000120094	HOXB1	chr17:46608359-46608359	-1
chr3:126707437-126756235	ENSG00000114554	PLXNA1	chr3:126707437-126707437	1
chr17:46626232-46682274	ENSG00000120093	HOXB3	chr17:46682274-46682274	-1
chr19:36705504-36729676	ENSG00000167635	ZNF146	chr19:36705504-36705504	1
chr7:6713376-6715991	ENSG00000198580	AC073343.1	chr7:6713376-6713376	1
chr18:29671818-29711524	ENSG00000134758	RNF138	chr18:29671818-29671818	1
chr19:38187264-38210691	ENSG00000198182	ZNF607	chr19:38210691-38210691	-1
chr19:2900896-2918474	ENSG00000171970	ZNF57	chr19:2900896-2900896	1
chr12:54348618-54352740	ENSG00000123407	HOXC12	chr12:54348618-54348618	1
chr12:54685895-54694905	ENSG00000123405	NFE2	chr12:54694905-54694905	-1
chr7:64330550-64391344	ENSG00000198039	ZNF273	chr7:64330550-64330550	1
chrX:30322323-30327715	ENSG00000169297	NR0B1	chrX:30327715-30327715	-1
chr14:23586513-23588825	ENSG00000092067	CEBPE	chr14:23588825-23588825	-1
chr19:1852399-1863567	ENSG00000129911	KLF16	chr19:1863567-1863567	-1
chr19:44979854-45004576	ENSG00000167384	ZNF180	chr19:45004576-45004576	-1
chr15:56379478-56535483	ENSG00000181827	RFX7	chr15:56535483-56535483	-1
chr19:44669226-44682534	ENSG00000167380	ZNF226	chr19:44669226-44669226	1
chr19:44921685-44952766	ENSG00000167383	ZNF229	chr19:44952766-44952766	-1
chr19:2933216-2944969	ENSG00000175691	ZNF77	chr19:2944969-2944969	-1
chr14:60975669-60979568	ENSG00000184302	SIX6	chr14:60975669-60975669	1
chr19:12335501-12405702	ENSG00000197857	ZNF44	chr19:12405702-12405702	-1
chr10:38091751-38147034	ENSG00000198105	ZNF248	chr10:38147034-38147034	-1
chrX:57618269-57623906	ENSG00000198455	ZXDB	chrX:57618269-57618269	1
chr19:37407231-37489602	ENSG00000198453	ZNF568	chr19:37407231-37407231	1
chr19:50832910-50886239	ENSG00000131408	NR1H2	chr19:50832910-50832910	1
chr1:119425669-119532179	ENSG00000092607	TBX15	chr1:119532179-119532179	-1
chr19:53059075-53090427	ENSG00000167562	ZNF701	chr19:53059075-53059075	1
chr19:37861963-37883968	ENSG00000189164	ZNF527	chr19:37861963-37861963	1
chr19:22817126-22850472	ENSG00000229676	ZNF492	chr19:22817126-22817126	1
chr16:66788879-66835523	ENSG00000249961	CCDC79	chr16:66835523-66835523	-1
chr12:52416616-52453291	ENSG00000123358	NR4A1	chr12:52416616-52416616	1
chr20:62588055-62680113	ENSG00000196700	ZNF512B	chr20:62680113-62680113	-1
chr3:52579368-52719933	ENSG00000163939	PBRM1	chr3:52719933-52719933	-1
chr1:38275239-38325292	ENSG00000188786	MTF1	chr1:38325292-38325292	-1
chr19:57901218-57912786	ENSG00000188785	ZNF548	chr19:57901218-57901218	1
chr19:57751973-57766503	ENSG00000204524	ZNF805	chr19:57751973-57751973	1
chr12:51580719-51611477	ENSG00000184271	POU6F1	chr12:51611477-51611477	-1
chr19:50528971-50556671	ENSG00000142528	ZNF473	chr19:50528971-50528971	1
chr1:91177096-91182794	ENSG00000143032	BARHL2	chr1:91182794-91182794	-1
chr15:67356101-67487533	ENSG00000166949	SMAD3	chr15:67356101-67356101	1
chr10:80828792-81076276	ENSG00000108175	ZMIZ1	chr10:80828792-80828792	1
chr19:24097678-24127961	ENSG00000213967	ZNF726	chr19:24097678-24097678	1
chr1:41827594-41849262	ENSG00000204060	FOXO6	chr1:41827594-41827594	1
chr21:43218385-43299591	ENSG00000141956	PRDM15	chr21:43299591-43299591	-1
chr22:19744226-19771116	ENSG00000184058	TBX1	chr22:19744226-19744226	1
chr2:191829084-191885686	ENSG00000115415	STAT1	chr2:191885686-191885686	-1
chr19:14072350-14117851	ENSG00000132005	RFX1	chr19:14117851-14117851	-1
chr15:53049637-53083273	ENSG00000169856	ONECUT1	chr15:53083273-53083273	-1
chr17:46671639-46682354	ENSG00000108511	HOXB6	chr17:46682354-46682354	-1
chr19:50162826-50169132	ENSG00000126456	IRF3	chr19:50169132-50169132	-1
chr16:2273567-2285743	ENSG00000167967	E4F1	chr16:2273567-2273567	1
chr6:122720691-122754264	ENSG00000025156	HSF2	chr6:122720691-122720691	1
chr16:30418618-30440920	ENSG00000179965	ZNF771	chr16:30418618-30418618	1
chr18:72265106-72777627	ENSG00000215421	ZNF407	chr18:72265106-72265106	1
chr2:219502639-219524378	ENSG00000115568	ZNF142	chr2:219524378-219524378	-1
chr10:134598297-134599556	ENSG00000148826	NKX6-2	chr10:134599556-134599556	-1
chrX:46357162-46404892	ENSG00000251192	ZNF674	chrX:46404892-46404892	-1
chr9:69199480-69202204	ENSG00000204793	FOXD4L6	chr9:69202204-69202204	-1
chr19:12636184-12662356	ENSG00000249709	ZNF564	chr19:12662356-12662356	-1
chr17:56048910-56065620	ENSG00000136451	VEZF1	chr17:56065620-56065620	-1
chr12:56556767-56583351	ENSG00000139613	SMARCC2	chr12:56583351-56583351	-1
chr6:35310335-35395968	ENSG00000112033	PPARD	chr6:35310335-35310335	1
chr19:36195429-36207940	ENSG00000011590	ZBTB32	chr19:36195429-36195429	1
chr9:14081842-14398982	ENSG00000147862	NFIB	chr9:14398982-14398982	-1
chr1:91380859-91487829	ENSG00000122482	ZNF644	chr1:91487829-91487829	-1
chr1:40361098-40367928	ENSG00000116990	MYCL	chr1:40367928-40367928	-1
chr18:74534563-74682683	ENSG00000130856	ZNF236	chr18:74534563-74534563	1
chr16:3313743-3351401	ENSG00000006194	ZNF263	chr16:3313743-3313743	1
chrX:132350697-132352376	ENSG00000183434	TFDP3	chrX:132352376-132352376	-1
chr3:40566369-40616176	ENSG00000172888	ZNF621	chr3:40566369-40566369	1
chr1:24645812-24690972	ENSG00000158055	GRHL3	chr1:24645812-24645812	1
chr19:12571998-12624668	ENSG00000242852	ZNF709	chr19:12624668-12624668	-1
chr11:125034583-125303285	ENSG00000165495	PKNOX2	chr11:125034583-125034583	1
chr9:16409501-16870841	ENSG00000173068	BNC2	chr9:16870841-16870841	-1
chr3:121289551-121305481	ENSG00000186103	ARGFX	chr3:121289551-121289551	1
chr8:141521397-141527236	ENSG00000104472	CHRAC1	chr8:141521397-141521397	1
chr19:44455375-44471861	ENSG00000159905	ZNF221	chr19:44455375-44455375	1
chr3:129149787-129158878	ENSG00000129071	MBD4	chr3:129158878-129158878	-1
chr1:149813505-149814478	ENSG00000183558	HIST2H2AA3	chr1:149814478-149814478	-1
chr16:25247322-25269252	ENSG00000155592	ZKSCAN2	chr16:25269252-25269252	-1
chr19:23404401-23433192	ENSG00000196081	ZNF724P	chr19:23433192-23433192	-1
chr12:8290733-8341133	ENSG00000196946	ZNF705A	chr12:8290733-8290733	1
chr5:304291-438406	ENSG00000063438	AHRR	chr5:304291-304291	1
chr7:64126511-64171404	ENSG00000196247	ZNF107	chr7:64126511-64126511	1
chr12:115108059-115121969	ENSG00000135111	TBX3	chr12:115121969-115121969	-1
chr5:131817301-131826490	ENSG00000125347	IRF1	chr5:131826490-131826490	-1
chr19:11877815-11894893	ENSG00000197044	ZNF441	chr19:11877815-11877815	1
chr1:202696526-202778598	ENSG00000117139	KDM5B	chr1:202778598-202778598	-1
chr20:61038553-61051026	ENSG00000130700	GATA5	chr20:61051026-61051026	-1
chr12:95414005-95467479	ENSG00000120798	NR2C1	chr12:95467479-95467479	-1
chr5:178322895-178360213	ENSG00000198939	ZFP2	chr5:178322895-178322895	1
chr1:173837220-173866494	ENSG00000185278	ZBTB37	chr1:173837220-173837220	1
chr5:178286954-178315123	ENSG00000178338	ZNF354B	chr5:178286954-178286954	1
chr19:57946697-57956853	ENSG00000186230	ZNF749	chr19:57946697-57946697	1
chr19:32836500-32878571	ENSG00000168813	ZNF507	chr19:32836500-32836500	1
chr19:38042308-38104998	ENSG00000171817	ZNF540	chr19:38042308-38042308	1
chr16:88744090-88752901	ENSG00000185669	SNAI3	chr16:88752901-88752901	-1
chr1:149822643-149823191	ENSG00000203812	HIST2H2AA4	chr1:149822643-149822643	1
chr1:149754245-149783928	ENSG00000203814	HIST2H2BF	chr1:149783928-149783928	-1
chr9:40760700-40836415	ENSG00000196409	ZNF658	chr9:40836415-40836415	-1
chr9:125677845-125693779	ENSG00000171448	ZBTB26	chr9:125693779-125693779	-1
chr4:146402346-146479231	ENSG00000170365	SMAD1	chr4:146402346-146402346	1
chr19:45504688-45541452	ENSG00000104856	RELB	chr19:45504688-45504688	1
chr2:85978467-86015189	ENSG00000168874	ATOH8	chr2:85978467-85978467	1
chr3:48445261-48471594	ENSG00000164050	PLXNB1	chr3:48471594-48471594	-1
chr17:59477257-59486827	ENSG00000121068	TBX2	chr17:59477257-59477257	1
chr5:88013975-88199922	ENSG00000081189	MEF2C	chr5:88199922-88199922	-1
chr14:89591215-90085493	ENSG00000053254	FOXN3	chr14:90085493-90085493	-1
chr17:48067369-48072588	ENSG00000064195	DLX3	chr17:48072588-48072588	-1
chr5:2745959-2752969	ENSG00000170561	IRX2	chr5:2752969-2752969	-1
chr19:22235254-22274282	ENSG00000197134	ZNF257	chr19:22235254-22235254	1
chr3:33429828-33482863	ENSG00000153560	UBP1	chr3:33482863-33482863	-1
chr1:23884409-23886285	ENSG00000117318	ID3	chr1:23886285-23886285	-1
chr19:30719197-31204445	ENSG00000198597	ZNF536	chr19:30719197-30719197	1
chr6:117198375-117253326	ENSG00000185002	RFX6	chr6:117198375-117198375	1
chr19:9577183-9609283	ENSG00000198028	ZNF560	chr19:9609283-9609283	-1
chr19:42724423-42732353	ENSG00000167625	ZNF526	chr19:42724423-42724423	1
chr20:44577292-44600833	ENSG00000198026	ZNF335	chr20:44600833-44600833	-1
chr19:48675575-48790865	ENSG00000178150	ZNF114	chr19:48675575-48675575	1
chr12:57910371-57914300	ENSG00000175197	DDIT3	chr12:57914300-57914300	-1
chrX:57931864-57937067	ENSG00000198205	ZXDA	chrX:57937067-57937067	-1
chr3:119499331-119537332	ENSG00000144852	NR1I2	chr3:119499331-119499331	1
chr16:31072164-31085641	ENSG00000167394	ZNF668	chr16:31085641-31085641	-1
chr16:31085743-31095517	ENSG00000167395	ZNF646	chr16:31085743-31085743	1
chr15:37181406-37393504	ENSG00000134138	MEIS2	chr15:37393504-37393504	-1
chr10:69990386-69991871	ENSG00000179774	ATOH7	chr10:69991871-69991871	-1
chr20:30432103-30433420	ENSG00000179772	FOXS1	chr20:30433420-30433420	-1
chrX:48886242-48901012	ENSG00000068323	TFE3	chrX:48901012-48901012	-1
chr16:49521435-49891830	ENSG00000102935	ZNF423	chr16:49891830-49891830	-1
chr12:106976685-107156581	ENSG00000111783	RFX4	chr12:106976685-106976685	1
chr19:56909335-56947404	ENSG00000198440	ZNF583	chr19:56909335-56909335	1
chr11:113930315-114121398	ENSG00000109906	ZBTB16	chr11:113930315-113930315	1
chr19:37379026-37407193	ENSG00000185869	ZNF829	chr19:37407193-37407193	-1
chr14:75988768-76013358	ENSG00000156127	BATF	chr14:75988768-75988768	1
chr19:11908482-11920437	ENSG00000177599	ZNF491	chr19:11908482-11908482	1
chr9:128509624-128729656	ENSG00000167081	PBX3	chr9:128509624-128509624	1
chr6:31132119-31148508	ENSG00000204531	POU5F1	chr6:31148508-31148508	-1
chr19:56713670-56720821	ENSG00000204532	ZSCAN5C	chr19:56713670-56713670	1
chr1:78028101-78149104	ENSG00000036549	ZZZ3	chr1:78149104-78149104	-1
chr7:102952921-102985320	ENSG00000105821	DNAJC2	chr7:102985320-102985320	-1
chr6:34845555-34855866	ENSG00000064995	TAF11	chr6:34855866-34855866	-1
chr9:132427920-132484875	ENSG00000167157	PRRX2	chr9:132427920-132427920	1
chr3:193853934-193856521	ENSG00000114315	HES1	chr3:193853934-193853934	1
chr12:54402832-54407570	ENSG00000037965	HOXC8	chr12:54402832-54402832	1
chr19:21565667-21569979	ENSG00000213976	CTD-2561J22.2	chr19:21565667-21565667	1
chr19:22939007-22966909	ENSG00000213973	ZNF99	chr19:22966909-22966909	-1
chr10:94447945-94455403	ENSG00000152804	HHEX	chr10:94447945-94447945	1
chr8:145490549-145492470	ENSG00000188686	SCXA	chr8:145490549-145490549	1
chr2:27805897-27858041	ENSG00000243943	ZNF512	chr2:27805897-27805897	1
chr16:75182390-75206134	ENSG00000184517	ZFP1	chr16:75182390-75182390	1
chr1:161736084-161933860	ENSG00000118217	ATF6	chr1:161736084-161736084	1
chr19:4007644-4039384	ENSG00000105229	PIAS4	chr19:4007644-4007644	1
chr13:28366780-28368905	ENSG00000169840	GSX1	chr13:28366780-28366780	1
chr17:4871287-4890960	ENSG00000108509	CAMTA2	chr17:4890960-4890960	-1
chr3:147111209-147228080	ENSG00000152977	ZIC1	chr3:147111209-147111209	1
chr19:56102746-56113336	ENSG00000179943	FIZ1	chr19:56113336-56113336	-1
chr7:19184405-19185044	ENSG00000146618	FERD3L	chr7:19185044-19185044	-1
chr17:80477589-80602538	ENSG00000141568	FOXK2	chr17:80477589-80477589	1
chr12:50523575-50561288	ENSG00000139624	CERS5	chr12:50561288-50561288	-1
chr14:21989232-22005350	ENSG00000165821	SALL2	chr14:22005350-22005350	-1
chr7:35242042-35293758	ENSG00000164532	TBX20	chr7:35293758-35293758	-1
chr20:21491648-21494664	ENSG00000125820	NKX2-2	chr20:21494664-21494664	-1
chr7:57509883-57533252	ENSG00000182111	ZNF716	chr7:57509883-57509883	1
chrX:150148982-150159248	ENSG00000029993	HMGB3	chrX:150148982-150148982	1
chr19:54024235-54083523	ENSG00000130844	ZNF331	chr19:54024235-54024235	1
chr9:137208944-137332431	ENSG00000186350	RXRA	chr9:137208944-137208944	1
chr6:108487262-108510013	ENSG00000112333	NR2E1	chr6:108487262-108487262	1
chr6:20402398-20493941	ENSG00000112242	E2F3	chr6:20402398-20402398	1
chr8:116420724-116821899	ENSG00000104447	TRPS1	chr8:116821899-116821899	-1
chr18:74069644-74207146	ENSG00000101493	ZNF516	chr18:74207146-74207146	-1
chr12:133707570-133783698	ENSG00000090612	ZNF268	chr12:133707570-133707570	1
chr2:45168902-45173216	ENSG00000138083	SIX3	chr2:45168902-45168902	1
chr8:59717977-60031767	ENSG00000198846	TOX	chr8:60031767-60031767	-1
chr1:199996730-200146552	ENSG00000116833	NR5A2	chr1:199996730-199996730	1
chr12:72056789-72074419	ENSG00000173451	THAP2	chr12:72056789-72056789	1
chr4:264464-299110	ENSG00000186777	ZNF732	chr4:299110-299110	-1
chr1:235294949-235491534	ENSG00000054267	ARID4B	chr1:235491534-235491534	-1
chr17:65821640-65980494	ENSG00000171634	BPTF	chr17:65821640-65821640	1
chr1:46972668-46979898	ENSG00000197587	DMBX1	chr1:46972668-46972668	1
chr6:1610681-1614127	ENSG00000054598	FOXC1	chr6:1610681-1610681	1
chr10:64571756-64679660	ENSG00000122877	EGR2	chr10:64679660-64679660	-1
chr4:4291924-4323513	ENSG00000168826	ZBTB49	chr4:4291924-4291924	1
chr1:28915835-28969597	ENSG00000120656	TAF12	chr1:28969597-28969597	-1
chr2:48541776-48606433	ENSG00000170802	FOXN2	chr2:48541776-48541776	1
chr6:26251879-26252303	ENSG00000197459	HIST1H2BH	chr6:26251879-26251879	1
chr19:58865723-58874214	ENSG00000174586	ZNF497	chr19:58874214-58874214	-1
chr10:119301955-119309056	ENSG00000170370	EMX2	chr10:119301955-119301955	1
chr12:53720362-53739099	ENSG00000170374	SP7	chr12:53739099-53739099	-1
chr1:40997233-41013841	ENSG00000117010	ZNF684	chr1:40997233-40997233	1
chr11:46722368-46727462	ENSG00000175213	ZNF408	chr11:46722368-46722368	1
chr19:9759330-9785776	ENSG00000171466	ZNF562	chr19:9785776-9785776	-1
chr19:56146382-56154835	ENSG00000213015	ZNF580	chr19:56146382-56146382	1
chr9:133539981-133558368	ENSG00000130711	PRDM12	chr9:133539981-133539981	1
chr10:43084555-43133992	ENSG00000196693	ZNF33B	chr10:43133992-43133992	-1
chr19:12035890-12091196	ENSG00000197054	ZNF763	chr19:12035890-12035890	1
chr9:3824127-4348392	ENSG00000107249	GLIS3	chr9:4348392-4348392	-1
chr19:37498759-37621216	ENSG00000197050	ZNF420	chr19:37498759-37498759	1
chr12:48235320-48336831	ENSG00000111424	VDR	chr12:48336831-48336831	-1
chr19:20107867-20150315	ENSG00000197124	ZNF682	chr19:20150315-20150315	-1
chr7:63688852-63727309	ENSG00000197123	ZNF679	chr7:63688852-63688852	1
chr2:45232300-45236569	ENSG00000170577	SIX2	chr2:45236569-45236569	-1
chr19:57978031-57988938	ENSG00000197128	ZNF772	chr19:57988938-57988938	-1
chr12:3068496-3149839	ENSG00000197905	TEAD4	chr12:3068496-3068496	1
chrX:147582139-148082193	ENSG00000155966	AFF2	chrX:147582139-147582139	1
chr6:27106073-27114619	ENSG00000197903	HIST1H2BK	chr6:27114619-27114619	-1
chr14:99635624-99737861	ENSG00000127152	BCL11B	chr14:99737861-99737861	-1
chr2:101436614-101613291	ENSG00000170485	NPAS2	chr2:101436614-101436614	1
chr19:23258012-23330021	ENSG00000183850	ZNF730	chr19:23258012-23258012	1
chr19:56146825-56156988	ENSG00000171425	ZNF581	chr19:56146825-56146825	1
chr7:42000548-42277469	ENSG00000106571	GLI3	chr7:42277469-42277469	-1
chr21:34398153-34401504	ENSG00000205927	OLIG2	chr21:34398153-34398153	1
chr19:1752372-1780987	ENSG00000205922	ONECUT3	chr19:1752372-1752372	1
chr1:2985732-3355185	ENSG00000142611	PRDM16	chr1:2985732-2985732	1
chr1:212859760-212873327	ENSG00000123685	BATF3	chr1:212873327-212873327	-1
chr2:11584501-11606297	ENSG00000169016	E2F6	chr2:11606297-11606297	-1
chrX:48644962-48652718	ENSG00000102145	GATA1	chrX:48644962-48644962	1
chr18:56934267-56941318	ENSG00000134438	RAX	chr18:56941318-56941318	-1
chrX:2404455-2419008	ENSG00000214717	ZBED1	chrX:2419008-2419008	-1
chr19:52074551-52092991	ENSG00000105497	ZNF175	chr19:52074551-52074551	1
chr19:57321445-57352096	ENSG00000198300	PEG3	chr19:57352096-57352096	-1
chr19:58570607-58597677	ENSG00000176293	ZNF135	chr19:58570607-58570607	1
chr19:12902310-12904124	ENSG00000171223	JUNB	chr19:12902310-12902310	1
chr6:108881038-109005977	ENSG00000118689	FOXO3	chr6:108881038-108881038	1
chr9:104161155-104172942	ENSG00000136870	ZNF189	chr9:104161155-104161155	1
chr12:122516628-122629266	ENSG00000175727	MLXIP	chr12:122516628-122516628	1
chr4:4861393-4865663	ENSG00000163132	MSX1	chr4:4861393-4861393	1
chr19:10415479-10420556	ENSG00000220201	ZGLP1	chr19:10420556-10420556	-1
chr22:21353393-21356485	ENSG00000184436	THAP7	chr22:21356485-21356485	-1
chr19:36132647-36135773	ENSG00000105672	ETV2	chr19:36132647-36132647	1
chr16:88493879-88507165	ENSG00000225614	ZNF469	chr16:88493879-88493879	1
chr17:36046435-36105237	ENSG00000108753	HNF1B	chr17:36105237-36105237	-1
chr1:27237980-27240457	ENSG00000131910	NR0B2	chr1:27240457-27240457	-1
chr1:26737269-26756213	ENSG00000131914	LIN28A	chr1:26737269-26737269	1
chr6:29640169-29648887	ENSG00000204644	ZFP57	chr6:29648887-29648887	-1
chr17:45973516-46006323	ENSG00000167182	SP2	chr17:45973516-45973516	1
chr6:28399707-28411279	ENSG00000187987	ZSCAN23	chr6:28411279-28411279	-1
chr7:64838712-64866038	ENSG00000146757	ZNF92	chr7:64838712-64838712	1
chr17:56497528-56565745	ENSG00000176160	HSF5	chr17:56565745-56565745	-1
chrX:47229982-47273704	ENSG00000147117	ZNF157	chrX:47229982-47229982	1
chr19:4044362-4066943	ENSG00000178951	ZBTB7A	chr19:4066943-4066943	-1
chr20:642240-656823	ENSG00000215397	SCRT2	chr20:656823-656823	-1
chr2:231032009-231090444	ENSG00000135899	SP110	chr2:231090444-231090444	-1
chr4:85413140-85419603	ENSG00000163623	NKX6-1	chr4:85419603-85419603	-1
chrX:47834250-47863377	ENSG00000147118	ZNF182	chrX:47863377-47863377	-1
chr3:107241783-107530171	ENSG00000114439	BBX	chr3:107241783-107241783	1
chr3:129274018-129325661	ENSG00000004399	PLXND1	chr3:129325661-129325661	-1
chr16:3486104-3493542	ENSG00000167981	ZNF597	chr16:3493542-3493542	-1
chr19:40490041-40523514	ENSG00000187187	ZNF546	chr19:40490041-40490041	1
chr1:168250278-168283664	ENSG00000143178	TBX19	chr1:168250278-168250278	1
chr20:50668202-50820847	ENSG00000020256	ZFP64	chr20:50820847-50820847	-1
chr2:119599747-119605254	ENSG00000163064	EN1	chr2:119605254-119605254	-1
chr17:46618256-46623441	ENSG00000173917	HOXB2	chr17:46623441-46623441	-1
chr14:57267425-57277197	ENSG00000165588	OTX2	chr14:57277197-57277197	-1
chr6:27806323-27823487	ENSG00000233822	HIST1H2BN	chr6:27806323-27806323	1
chr9:3218297-3526004	ENSG00000080298	RFX3	chr9:3526004-3526004	-1
chr11:120107349-120190653	ENSG00000137709	POU2F3	chr11:120107349-120107349	1
chr11:62515791-62521660	ENSG00000185670	ZBTB3	chr11:62521660-62521660	-1
chr8:23536206-23540440	ENSG00000167034	NKX3-1	chr8:23540440-23540440	-1
chr2:157180944-157198860	ENSG00000153234	NR4A2	chr2:157198860-157198860	-1
chrX:119292467-119297945	ENSG00000131721	RHOXF2	chrX:119292467-119292467	1
chr14:24549316-24584223	ENSG00000129535	NRL	chr14:24584223-24584223	-1
chr15:66994566-67074338	ENSG00000137834	SMAD6	chr15:66994566-66994566	1
chr19:16435628-16438685	ENSG00000127528	KLF2	chr19:16435628-16435628	1
chr6:43139037-43149243	ENSG00000112658	SRF	chr6:43139037-43139037	1
